Session_ID,session_duration,request_count,time_afternoon,time_evening,time_morning,time_night,time_wee_hours
01o7p78e2bnu1814jn5k4uqke4,31.0,64,64,0,0,0,0
03jt2p4bdru20sjb9me2gco6j4,882.0,897,0,0,897,0,0
0654rvnjhnr0pvsi3qa3e16avo,112.0,82,82,0,0,0,0
06ivkemfgn93qhl5j0vu96rnl4,7.0,13,0,0,13,0,0
071tbv7fsev5d64kb0f9jieor6,680.0,401,0,401,0,0,0
094i85crhkpkhqpi3rl4athrn4,282.0,316,0,0,0,316,0
0d5d2435pbn4mi4gj9spju5gia,4.0,12,0,0,12,0,0
0d9geeoeb756546qnikv1ro4m5,33.0,39,0,0,39,0,0
0erfuds6s7kpisp8j1pphnombt,314.0,195,0,0,195,0,0
0gcm09cd38usjvnjipmqleh0dj,62.0,46,46,0,0,0,0
0ht0u328t4mkgi01sp7mm07e01,142.0,109,109,0,0,0,0
0i5kvpslrq3vb6u8ff2kuejv0v,465.0,283,0,283,0,0,0
0ikgnsdpp5jt1qd7fro2va4oka,1059.0,1075,0,0,1075,0,0
0jfeqj4kpolvb97o2s5ks7l0j4,588.0,624,624,0,0,0,0
0o21mf1bnalsnajqi851nce7po,7.0,19,0,0,0,19,0
0oa2dua3mli7mrr32c0gd4o0i2,162.0,119,119,0,0,0,0
0ogg5l1i4nh37ek8mjpn8q9fc0,25.0,49,49,0,0,0,0
0oi4fvkqd1acu5g08vep8eefqg,116.0,141,0,0,141,0,0
0p0kaqfmftrtfg0u12rkshrdi9,211.0,157,0,0,0,157,0
0pcr6mashfodserb90cq3p04uf,280.0,194,194,0,0,0,0
0pe4qdimjjcomlurpgml7o098t,10.0,16,0,0,0,0,16
0qtjb0182k597rhbb8lkk1t2h0,270.0,165,165,0,0,0,0
0sejj3er3n0v1sfjv2jbnhaav4,89.0,97,97,0,0,0,0
0ucre4qu5jiho5kbjq61hr495f,338.0,373,0,373,0,0,0
0uhr32hgcllradm0p6b15371gi,1061.0,2447,0,0,2447,0,0
0vkricl80bt5v7n2s6bbhvlvk3,137.0,158,0,158,0,0,0
108idm26bcno4qf8gqdml2sge3,44.0,52,0,0,52,0,0
124nsuu4makfggp1h3ametehri,96.0,114,0,0,114,0,0
16egv6d1m87udqmd5na62btekf,2.0,10,0,0,0,10,0
16r8lv9fabgjk06di8usnmu9ni,431.0,273,273,0,0,0,0
18ldmki7l8n9ts6jn32uh9ulli,25.0,33,33,0,0,0,0
1afcff96kgdbmevi5aemi5mkuj,425.0,261,0,261,0,0,0
1aqgqrcuurlmvvbbpirvsh7e53,311.0,206,0,0,206,0,0
1b5jo142dddav6pjjok6jecpj4,6.0,10,10,0,0,0,0
1c1h9oumn2pa0pb04v8f6fn515,111.0,136,136,0,0,0,0
1c414c34a3mtpaafer5lt5vvj2,112.0,88,0,88,0,0,0
1fsvu7m4pbt9htk9432cnv28mr,123.0,92,92,0,0,0,0
1g3j2jmtjse3k9p4r62706vsm0,378.0,241,0,0,0,0,241
1g4h4vh4d2uv360aoo55b086hd,387.0,426,0,426,0,0,0
1gg7urt9m7ngrt4rqu1q43t5fc,298.0,176,176,0,0,0,0
1gkkisdcfhov1vv3n5ae0eotg9,32.0,50,0,0,0,50,0
1gpqg899dn1eafk0j474koislc,276.0,304,304,0,0,0,0
1hv0rajig2vijia10tvjvhq12e,9623.0,795,209,0,586,0,0
1io851t86ui0flvporc43coa44,88.0,97,0,0,97,0,0
1j8bfg4kkf15a9oj1igr147ol2,2316.0,1816,0,0,1816,0,0
1jtqu9bvu7bii5p6kcsbgqbqa3,452.0,482,0,482,0,0,0
1m7s5287lpll34gm0amdciqvb5,38.0,62,0,0,62,0,0
1mvlnshabcf3gbr9subps50a00,1104.0,1135,0,1135,0,0,0
1nbs17btpqhl48dfu2nklqhffq,255.0,276,276,0,0,0,0
1np35kml8m5i7a1at5jeo1kbj5,350.0,224,0,0,0,224,0
1nufffs0sri7c3ere47b9i5srv,35.0,57,0,0,57,0,0
1o1q64siv4eesglagbq44pjjle,5.0,16,16,0,0,0,0
1o8bhjhm5k72l4gp4t22njhofd,31.0,65,65,0,0,0,0
1onh1ot5pr6j6g739m8cp5dfj0,132.0,159,0,0,159,0,0
1r170g6lqfoff21od5nn9f976a,448.0,273,0,0,0,273,0
1sijirkrahu3j2dp0qmb78691l,438.0,476,0,476,0,0,0
1ttvuqau08dh4t1cjg50pr2298,592.0,348,348,0,0,0,0
1u41k0lehrsbt97q0pe4knpa6c,43.0,85,85,0,0,0,0
1u58qbe9ofc98u2ghpmrssvf7p,12.0,19,0,19,0,0,0
1um3qqrnsvve0s19nean547qq4,294.0,188,0,0,0,0,188
20054o9vd2q32sqnc3g6kj17om,425.0,268,268,0,0,0,0
20jivuatdk4e12e8kv9amk558n,13.0,13,13,0,0,0,0
229ea81027hf6454si90erdedm,9.0,65,0,0,0,0,65
22nc1tt35cv954ms0oqvbcedpi,369.0,230,0,0,0,0,230
24p9g4vknl8658896iaim0s991,338.0,228,0,0,0,228,0
26t8bqt44eou982kgvp9ve4p2i,318.0,199,0,0,0,0,199
26v7bi8e0oc7p58e3s9v8eic9f,495.0,317,0,0,317,0,0
26vbvibjbmj8melqbk3v0f98lg,322.0,225,0,0,0,225,0
27479tfiqfgi99u7r4vq0q33db,195.0,232,0,0,232,0,0
280itudqubof37k9lj729sf36k,404.0,273,0,0,0,273,0
29qvj8g1h6snmr2e3gjll5t3m1,202.0,164,164,0,0,0,0
2ciamdo9317m8q3tm7b11t4p6e,29.0,40,40,0,0,0,0
2cod58pj6b57pun9fl0vhiqoia,265.0,294,294,0,0,0,0
2dog8ussjb1su485cbk44ch0b3,22.0,26,0,26,0,0,0
2h5rept2cah2lqu3q4o99smupd,121.0,94,0,94,0,0,0
2h80p3ff9jpfboaddjevmi55rs,251.0,287,287,0,0,0,0
2ing4ldnnd40og2ej20qnsesbb,1292.0,1684,0,0,0,0,1684
2j54lp7l4tosj8qtp2jaq0654a,402.0,436,0,436,0,0,0
2k97re4f45gl0ktl40bav6lfqf,79.0,100,100,0,0,0,0
2kgh70cmf4mhhebk1nlm7iar4e,340.0,221,0,0,0,221,0
2l614ncb4kp7p6q9b0a5ln3ao6,281.0,312,312,0,0,0,0
2lh3e8j6so3e98fpi0v05du393,2.0,10,0,0,0,0,10
2nbg4n3n6r9rjm8i3ssgkun3ut,394.0,247,0,0,0,247,0
2ofo1qtu8s78p042if3guleash,0.0,6,0,0,6,0,0
2ojc0m4iu85a1fggs34ppevk2k,1513.0,1467,0,0,1467,0,0
2plqdrutng0gghb9ntoqp215d6,100.0,86,86,0,0,0,0
2s8fa1s8oe1rqsf0ddm7m9q7da,233.0,179,179,0,0,0,0
2ug2ev7dhmgn6780sn51jc7s6i,403.0,256,0,0,0,256,0
2vhdk7kkt7dtos2hn1fnlkf9ee,98.0,123,0,0,123,0,0
30jcp3kes0o21ej00145hji0gi,97.0,124,0,0,124,0,0
31vd4424iaoqg0c0gufqriq1ts,284.0,173,0,0,0,0,173
33gvkkt0bdfkjce2hd6rg5optm,131.0,205,205,0,0,0,0
35siqb4j2kkkqj9sl59b1mb3mc,53.0,59,0,0,0,59,0
36m3d3mt4dfs9shoptldptokbe,173.0,195,195,0,0,0,0
36rja5utab0pakj5136bi7rkop,5759.0,2189,0,0,2189,0,0
37c1p9a3j6s14c1t90gdbgjle5,249.0,186,0,0,186,0,0
37f112qml42d33pentjpilckno,142.0,168,0,0,168,0,0
38n32l6uepd8e4gvce8gaaeiuq,1410.0,1442,0,1442,0,0,0
3anop7496piqmb18uqiso0aems,338.0,224,0,0,0,224,0
3auhkidhn5nqe9bloh2vvl5gbl,4.0,14,0,0,14,0,0
3bo9d8dursvo4oi50seqn5b03o,12.0,21,0,0,21,0,0
3ctnavj7r6jrdpq5q0n8s7s4l1,344.0,214,214,0,0,0,0
3d46kbg48go8hu4srfkogn5p27,349.0,384,0,0,0,384,0
3dlhqa29pdkpur5c0fh3a1gcga,901.0,960,960,0,0,0,0
3e1l4pk01sc0ailn31s1mk5482,138.0,163,0,0,163,0,0
3efd8lf96ehp33fgbmbr4340tb,33.0,38,0,0,38,0,0
3ej2paptt43pk3mtd57opv4qu8,158.0,101,101,0,0,0,0
3idgnbekhsu1kggq8tgpf78qpk,1025.0,585,0,0,0,585,0
3io4o9tlg7fa20l20kbidpqh7f,230.0,255,0,255,0,0,0
3k02va28s8i6u55poq55d3pn7c,155.0,108,0,108,0,0,0
3n2l49snas8412o73vesnrhamu,16.0,15,15,0,0,0,0
3n5tfsl313lu7d2r708qdqtqe0,210.0,234,32,202,0,0,0
3nc17617gvarormtprojm161k4,171.0,198,198,0,0,0,0
3p31i0ob3gn1isfdhbjeuc5j0p,4762.0,3864,1230,0,2634,0,0
3p6scp5rnqun6k08tnudv5gacg,236.0,261,261,0,0,0,0
3p8qp6np717jbhmhu8329s9nb6,103.0,126,0,0,126,0,0
3ptlnebdqmrm4bb4ejcfb0taom,15.0,25,0,0,25,0,0
3qfgfasvf42im2b2pba7hlhvdq,178.0,130,130,0,0,0,0
3r9cb69qg00fac5os9au9a745h,68.0,91,0,0,91,0,0
3rfboibsp6vin0c5iqp8r33f5n,186.0,135,135,0,0,0,0
3s2on00ho4bp1291c5q0avn7ov,2.0,8,8,0,0,0,0
3uqepgd76f9ecnauehcl4sucbh,289.0,225,225,0,0,0,0
3v4lcjqcmnpq4p0r6ljintqqkh,311.0,201,0,0,0,0,201
44jg252hdbvtafg865qn3qvi8o,141.0,101,0,101,0,0,0
44t7uhcc4rpgu230t5or49f7jj,6.0,15,0,0,15,0,0
453lvg24j5relktbluq4s08um3,318.0,351,351,0,0,0,0
46hm95bnvnuglhj1i1906nc80u,11.0,29,0,0,29,0,0
48sh2dvjsabsgd2ck8tlt04cd2,179.0,118,0,118,0,0,0
49rbuft0lmtfjd3qn70np3lk51,439.0,286,0,0,286,0,0
49smdeovekeq8fgrnfejp533r3,83.0,103,0,0,103,0,0
4aoe3lhvk4np2qojt6jlgbrntk,328.0,217,0,0,0,0,217
4bnqt73v1q2ofhu8uj797irb7a,207.0,228,0,228,0,0,0
4brmbia6h899nmpvf2l1qgt2jm,154.0,114,114,0,0,0,0
4cn3hvubj72vjjnbi1pgvu6sqc,3.0,12,12,0,0,0,0
4fo576p1kf4i1frb6s4c07q3pp,126.0,157,0,0,157,0,0
4fvnea8pcvh9fg7ei2tjsf1p27,532.0,329,0,0,0,329,0
4h1710vfqecf0h4r5ns5tkv72t,58.0,77,0,0,77,0,0
4h65el6r17t2u33da36n7m6shg,360.0,234,0,0,0,234,0
4j64bd6drdkbib7sfpaue62poi,494.0,304,304,0,0,0,0
4kucqihoo9s9u56h2aqnk8kbj5,30.0,34,0,0,34,0,0
4m80gpjmc7m39n63ksnr40i6fo,1058.0,1048,1048,0,0,0,0
4mae49mh8va4g03vjatfn6np9b,255.0,182,0,0,0,182,0
4oi16je8fib5nuimua9kvsjd46,430.0,278,0,0,0,278,0
4siqhlcume2me7ialjagodfeaa,124.0,150,0,0,150,0,0
4ukoj19oqv7bp3taide1nnapgc,10.0,21,21,0,0,0,0
520pmodf6t9q95sb811308fdi0,13.0,20,0,0,20,0,0
526le3v55eugl2o3nt6s26dour,144.0,161,0,161,0,0,0
54r7mtopia1m3eq3mdblr3uuet,169.0,112,112,0,0,0,0
55vbvsikr2l9bfeklmh8cumi5k,80.0,107,0,0,107,0,0
5764gbg3t8mtql9553lu8kf2gi,165.0,200,0,0,200,0,0
5765skheqscehsp8fhs535nic1,330.0,208,0,0,0,0,208
59phgq1j4hsfskn63mgd5nrnmb,16.0,19,19,0,0,0,0
5a8tebqtg7ehm75oojeu75uho6,397.0,252,0,0,0,252,0
5c21arc60f2e89ghcan6ek4rv3,234.0,262,0,0,0,262,0
5ee4b4pb3sfijdhpp5hcdvlctl,100.0,124,0,0,124,0,0
5f7no8vabec3n4d414fgkvsql1,82.0,105,0,0,105,0,0
5hv5h86d5hnph965gtsjskmtu0,150.0,111,111,0,0,0,0
5ke7d1qpke4gbknkauee4runq1,116.0,138,0,138,0,0,0
5kiungtfda52ttssukpf21bhqs,18.0,28,0,28,0,0,0
5n0umenmhi0prg00139sh2111v,61.0,88,0,0,88,0,0
5nbijh1gp9uis7ai7bt3rp6h0n,31.0,22,0,0,0,22,0
5ptb5f621vhkd415d67ae0cokh,46.0,98,0,0,98,0,0
5rj1tnibe9ls6e30nstentpfoh,128.0,96,0,96,0,0,0
5rr9dand0l9k30j3bb7jhskidi,1095.0,2164,2164,0,0,0,0
5t832mbt4eh6u8rj4k6sml78rk,194.0,223,0,223,0,0,0
601c5bov228724sv354hsjijb0,114.0,87,13,74,0,0,0
610qgeukfa2eaqtesji37lfrh7,141.0,108,0,108,0,0,0
62fp2u5etekvin0lrlmmq7ras2,156.0,191,0,0,191,0,0
62q04bbiebmir78qdenosuf5bd,1604.0,816,816,0,0,0,0
64grp6p1ob94ga6d6grls0ocg0,117.0,144,0,0,144,0,0
656v65u3buefq447rk141pj08c,348.0,214,0,214,0,0,0
65gksr107mc8mcoqq7ko7h6as3,30.0,41,41,0,0,0,0
65jksu5rbgasntdo5kcspn140b,321.0,212,212,0,0,0,0
66vt430cgmgpus1k96japf46pf,512.0,326,0,0,326,0,0
68mcd2js4qfa1818b4peqjofl1,0.0,1,0,0,0,1,0
69pb8jcum0600139r70m1aqbrf,382.0,239,0,239,0,0,0
6b9dbucrdeusmi946v4oe5ru7n,290.0,186,0,0,0,0,186
6bgfb172kqce8p3ljrdgfglht5,345.0,223,0,0,0,190,33
6bvij40r8omc5phrrhkh2o7g8v,29.0,60,60,0,0,0,0
6ds21stjan6svv71du7l1ifafd,5.0,11,11,0,0,0,0
6e0vtib8kcudasn4gkb7b52lmi,117.0,91,0,91,0,0,0
6epdcnda98fpecfs85jtpdm8bs,229.0,256,0,256,0,0,0
6erlvu5i411jk2mgv75rv363e7,244.0,269,0,269,0,0,0
6g7u329js521monmac550kdf1k,143.0,177,0,0,177,0,0
6gftqgk6qqkipsecbrvk0mtr5h,177.0,135,135,0,0,0,0
6i6kr6b4j4e7mkn12n3q2vq4ih,54203.0,2633,1431,0,0,1202,0
6lcui4c7j8o108b1hvo672e4f7,0.0,1,0,0,0,0,1
6mihesnd25t81o8q64jlaod935,195.0,223,0,0,223,0,0
6ntd0tthl2oaq1l21tho6bflst,362.0,221,0,221,0,0,0
6ogn97v63ghf0kg1eidoro9533,137.0,168,58,0,110,0,0
6qoppolmcso7602lo56rb0i1iu,129.0,108,0,108,0,0,0
6qtudktna9fih04v7vq9a6q8b4,0.0,1,0,0,0,0,1
6rb2dgd25a6v043offbhmlehl8,312.0,344,344,0,0,0,0
6rm870g54tcodidn4igk93cg9t,1291.0,1296,0,0,0,1296,0
6t1t0stce6afdl4ob3hl152fnj,273.0,306,0,0,0,306,0
6u394qqsput7repda5hc5j6m2f,502.0,324,0,0,0,0,324
6uoqnd2dvamqempceg9ptlc0v1,64.0,97,0,0,97,0,0
708cr8afimpf1psblgnd2tjugn,368.0,234,0,0,0,0,234
7104paf2tksmr2e4k28l2a0g4f,30.0,64,64,0,0,0,0
71fsq0ll4usu4432hcl6r4g6p0,214.0,145,0,0,0,0,145
720ua9gtve32n6s1glmvebjltk,160.0,192,0,0,192,0,0
73jcbd2j5ic2n99vkl17qleu1a,113.0,83,83,0,0,0,0
7428dqv0aoerlt7uj52th5qac2,257.0,159,159,0,0,0,0
74fas23ijrgep58og1ia8giv9r,368.0,237,0,0,0,237,0
75ufmqjcbcd722b8qt9sdvphdi,378.0,258,0,0,0,258,0
76150kjid2p1e830ilbabbocir,1118.0,2466,0,2466,0,0,0
777aid4b8r0bh5do5ujttgh7me,314.0,334,334,0,0,0,0
77ac9gmq9m61tv68pqdpg1holt,168.0,128,128,0,0,0,0
79dekskk8s6nltekcg3hqcsbfi,14.0,37,37,0,0,0,0
7a9emfkn0ri8ntg4k0uotsi07v,58951.0,2652,1319,0,0,0,1333
7amjk40eui04f3oru7ovm5jhu0,1051.0,532,0,0,532,0,0
7babhjgm6kamr41o51smo0enra,564.0,353,0,0,0,0,353
7d804ketrrcjbcq99t5lfc1fsl,5.0,12,12,0,0,0,0
7dg3853c6l0blec3okri7u3299,26.0,59,59,0,0,0,0
7e7nf7k4fcjagt3nasaihu4scq,32.0,52,0,0,52,0,0
7el564n2rvpqj7hl5gn3b8uk8j,285.0,210,0,0,0,210,0
7f2bg9n48opuf4ligvtc1dsopr,334.0,228,0,0,0,228,0
7fk29hdm43m3g5jcsn40ilqq72,208.0,172,172,0,0,0,0
7gce60ae3b26e071uuothvl8ov,492.0,302,302,0,0,0,0
7ijkbba54hddp8bflnqkq3ttkv,133.0,159,0,0,159,0,0
7iqofp00r9lg7coi2l06ripgic,377.0,242,0,0,0,242,0
7jbhkuigmbeo5m7ei6h4eefrmk,192.0,143,143,0,0,0,0
7jtk8r1ak181fhbf582hjhvbdq,119.0,151,0,0,151,0,0
7kngo9h919lcnfm73ip8dkdb2o,801.0,808,0,0,0,0,808
7njpagdcao6g5djp50o4pagroc,57.0,77,0,0,77,0,0
7nobos194e12uk0c7gi4e04c25,63.0,75,75,0,0,0,0
7onurvslijk8fm97iohvhcoq52,91.0,118,118,0,0,0,0
7pud1e7uibqa7cove5uuolsd6e,30.0,35,0,0,35,0,0
7r2rm6dnna7k51md8e5m4ufpgs,559.0,588,588,0,0,0,0
7rgj8vp869l5hv128476ipugq0,147.0,169,169,0,0,0,0
7s2ruv2tf2bpptvc3g6ujkpsbr,155.0,193,0,0,193,0,0
7sov66c85ju4dba6tlq2svq2cn,322.0,212,0,0,0,212,0
7t04jne512skpddsh6v4p3k3th,419.0,456,456,0,0,0,0
7viehtkjnmi6q1dque68cpudao,219.0,151,151,0,0,0,0
820l2cbf9vie0l802j6kaufmki,104.0,88,88,0,0,0,0
83okvnom28kpisse1fr9h2i6hk,157.0,184,0,0,184,0,0
84krefftcpohr12qe014h5agg4,143.0,108,0,108,0,0,0
84orvi6aecg0lm1spno79lgb65,397.0,256,0,0,0,0,256
84q2klr0foifmc69684fjvafqa,202.0,162,162,0,0,0,0
880j5rsogs8l7oi3cn1i75bevn,479.0,302,0,0,0,0,302
88j94n7gilr6j67l1e7rvb1kma,256.0,169,0,0,0,0,169
89vshcu5jgp79ebb68f7jjkqc5,1489.0,4433,0,0,0,4433,0
8c91pr6as5t1m4labd9cask130,12.0,18,0,0,18,0,0
8cb1ubgg1ej1ggamv29nhq36f0,131.0,98,0,98,0,0,0
8forhp13m9505blrakpubb02r5,402.0,254,0,0,0,0,254
8h83euesdq85f0shmjm34alpln,325.0,224,0,0,0,224,0
8hj8u6nem85dat2rjgu8v7urhl,307.0,334,0,0,0,334,0
8ikvavmgf5jc51c5goirm6gd5i,246.0,186,0,0,186,0,0
8is1s1cv7tu0c13vcqka04ck8m,5462.0,7777,0,0,7777,0,0
8kvar6qgj9j0r4qj5fcpkr3os4,312.0,337,337,0,0,0,0
8oqno6g9fregnngrc9a87c837b,490.0,308,0,0,0,0,308
8rgi5ent4bhdjhmsndl461qiid,114.0,139,0,0,139,0,0
8sbj7j6lh3n546om3rt30fk64n,70002.0,2159,0,0,0,1094,1065
8srapvmong540puc7nb8gttr9s,422.0,263,263,0,0,0,0
8u4qvgq4v27s61p19tufp3e89i,117.0,138,0,138,0,0,0
8ulhfbi2gtqm0lc3eeuufouv34,169.0,204,0,0,204,0,0
90ik2tbaupftoca4fbfiboo5ck,13.0,21,0,0,21,0,0
91cef4hvkkter0mpdcq2cc9ecu,2.0,9,0,9,0,0,0
9483162ejuaclv2j9gfosa4r5a,1712.0,863,863,0,0,0,0
97hf7ciplt2k54f5j6109nekn0,702380.0,253,55,0,157,0,41
9bvku70nb705599io3hdlhe0g6,664285.0,2195,0,2177,18,0,0
9cau4s7eh4qcl6etgpmfvcrdos,22.0,18,18,0,0,0,0
9cuovso04bhmsmeovv59e513qh,111.0,130,130,0,0,0,0
9d2pb34kuqc935tsagi9jfmotr,141.0,107,0,107,0,0,0
9dsc15b0dug768h29lutm2sklo,324.0,361,361,0,0,0,0
9hdhd3r1imn0bdlevf1s4g2ks4,240.0,160,160,0,0,0,0
9p655jhvg3ttm1ols48nr8d8n0,92.0,75,0,0,0,75,0
9ppkomphkbu1dv8o483g64jqsv,142.0,164,164,0,0,0,0
9ps9ql7hbv7pcbs8mjr50e0rt8,367.0,232,0,0,0,232,0
